system,code,language,concept_kind,source_display,preferred_display,synonyms,status,source_name,source_version,is_active
http://snomed.info/sct,31054009,nl-SR,condition,Ureteric stone,Uretersteen,steen in de urineleider|uretercalculus,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,266556005,nl-SR,condition,Calculus of kidney and ureter,Niersteen met uretersteen,nier- en uretersteen,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,70650003,nl-SR,condition,Urinary bladder stone,Blaassteen,steen in de urineblaas|blaascalculus,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,20342001,nl-SR,condition,Calculus in urethra,Urethrasteen,steen in de urethra|urethracalculus,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,7093002,nl-SR,condition,Renal colic,Nierkoliek,nierkoliek ongespecificeerd,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,87557004,nl-SR,condition,Urge incontinence of urine,Urge-incontinentie,aandrangincontinentie|UUI,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,22220005,nl-SR,condition,Genuine stress incontinence,Stressincontinentie,inspanningsincontinentie|SUI,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,413343005,nl-SR,condition,Mixed urinary incontinence,Gemengde urine-incontinentie,gemengde incontinentie|MUI,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,786457000,nl-SR,condition,Overactive urinary bladder,Overactieve blaas,OAB|overactieve urineblaas,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,398064005,nl-SR,condition,Neurogenic urinary bladder,Neurogene blaas,neurogene urineblaas,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,76618002,nl-SR,condition,Urethral stricture,Urethrastrictuur,urethrastenose|vernauwing van de urethra,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,68566005,nl-SR,condition,Urinary tract infectious disease,Urineweginfectie,UWI|UTI,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,236648008,nl-SR,condition,Acute retention of urine,Acute urineretentie,acute urineophoping,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,236650000,nl-SR,condition,Chronic retention of urine,Chronische urineretentie,chronische urineophoping,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,197941005,nl-SR,condition,Frank haematuria,Macroscopische hematurie,zichtbaar bloed in urine|macroscopische bloedbijmenging,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,197940006,nl-SR,condition,Microscopic haematuria,Microscopische hematurie,microhematurie|microscopisch bloed in urine,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,43064006,nl-SR,condition,Hydronephrosis,Hydronefrose,waternier,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,860914002,nl-SR,condition,Erectile dysfunction,Erectiele disfunctie,ED|erectiestoornis,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,81996005,nl-SR,condition,Torsion of testis,Torsio testis,testistorsie|teelbaltorsie,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,31070006,nl-SR,condition,Epididymitis,Epididymitis,bijbalontsteking,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,26614003,nl-SR,condition,Hydrocele of testis,Hydrokele,hydrocele|waterbreuk,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,51070004,nl-SR,condition,Varicocele,Varikokele,varicocele|spataderbreuk,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,449826002,nl-SR,condition,Phimosis,Fimosis,phimosis|voorhuidvernauwing,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-20,true
http://snomed.info/sct,49650001,nl-SR,condition,Dysuria,Dysurie,pijn bij plassen|pijnlijk plassen,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,162116003,nl-SR,condition,Increased frequency of urination,Pollakisurie / frequente mictie,pollakisurie|frequente mictie|vaak plassen,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,139394000,nl-SR,condition,Nocturia,Nycturie,nachtelijk plassen|nocturie,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,162128006,nl-SR,condition,Poor stream of urine,Zwakke urinestroom,zwakke urinestraal|slappe urinestraal,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,75088002,nl-SR,condition,Urgent desire to urinate,Urgentie / aandrang,mictie-urgentie|sterke aandrang om te plassen,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,247355005,nl-SR,condition,Flank pain,Flankpijn,pijn in de flank,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,165232002,nl-SR,condition,Urinary incontinence,Urine-incontinentie (NOS),urine-incontinentie|ongewild urineverlies,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,396152005,nl-SR,condition,Prostate specific antigen above reference range,Verhoogd PSA,verhoogd prostaatspecifiek antigeen|PSA boven referentiewaarde,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,977021461000119108,nl-SR,condition,Renal scarring due to vesicoureteral reflux,Refluxnefropathie,nierlittekens door VUR|nierlittekens door vesico-ureterale reflux,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,197811007,nl-SR,condition,Vesicoureteric reflux,"Vesico-ureterale reflux (VUR), algemeen",VUR|vesico-ureterale reflux,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,236615008,nl-SR,condition,Primary vesicoureteric reflux,Primaire vesico-ureterale reflux,primaire VUR,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,765779008,nl-SR,condition,Reflux nephropathy of left kidney due to vesicoureteral reflux,Refluxnefropathie van de linker nier door VUR,linkszijdige refluxnefropathie|unilaterale refluxnefropathie links,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,765780006,nl-SR,condition,Reflux nephropathy of right kidney due to vesicoureteral reflux,Refluxnefropathie van de rechter nier door VUR,rechtszijdige refluxnefropathie|unilaterale refluxnefropathie rechts,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,86211000119102,nl-SR,condition,Bilateral disorder of kidneys due to vesicoureteral reflux,Bilaterale nieraandoening door VUR,bilaterale refluxnefropathie,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,197764002,nl-SR,condition,Non-obstructive reflux-associated chronic pyelonephritis,Chronische reflux-geassocieerde pyelonefritis,chronische pyelonefritis door VUR,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,373584008,nl-SR,condition,Congenital obstruction of ureteropelvic junction,Congenitale UPJ-obstructie,UPJ-stenose|congenitale ureteropelviene junctieobstructie,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,373585009,nl-SR,condition,Congenital obstruction of ureteral orifice,Congenitale UVJ-obstructie,UVJ-stenose|congenitale ureterovesicale junctieobstructie,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,718485003,nl-SR,condition,Congenital dilatation of ureter,Congenitale dilatatie van de ureter (megaureter),congenitale megaureter|aangeboren megaureter,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,12818004,nl-SR,condition,Ureterocele,Ureterokèle,ureterocele,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,204878001,nl-SR,condition,Undescended testicle,Kryptorchidisme (niet-ingedaalde testis),cryptorchidie|niet-ingedaalde testis,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
http://snomed.info/sct,253900005,nl-SR,condition,Congenital posterior urethral valves,Congenitale kleppen in de urethra posterior (PUV),PUV|posterieure urethrakleppen,draft,CARE Suriname user-reviewed urology terminology,SNOMED CT INT 20241101 / reviewed 2026-07-21,true
